id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,weight_kg,weight_class
2529-P,16,332.1163533844054,BAKLY,Chicago,Florida,USA,Local Pumpkin Festival,1654 V,1819 A,249,340,-6,Kakai,150.64532096433922,light
2574-P,52,323.7212109891698,XKTDJ,Chicago,New York,USA,Local Pumpkin Festival,1742 Q,1836 W,238,311,11,Orange Bulldog,146.8373515349995,light
2229-P,60,333.43247768841684,QSTDA,Nottingham,New York,China,Regional Pumpkin Festival,1210 E,1506 F,245,316,10,Kakai,151.24230441964437,light
2604-P,32,325.45422625448555,DELER,Houston,Texas,UK,National Pumpkin Festival,1711 U,1980 S,4,-5,-4,Orange Bulldog,147.6234333952246,light
2572-P,16,334.0797893051058,WSVCW,New York,California,UK,Local Pumpkin Festival,1489 Z,1805 U,2,-3,-5,Munchkin,151.53591979048156,light
2236-P,90,333.1336548496038,UFPML,New York,Florida,USA,Local Pumpkin Festival,1730 O,1626 Q,249,358,-13,Kakai,151.10676077054148,light
2598-P,65,324.5536176143214,PXIEX,Chicago,New York,USA,National Pumpkin Festival,1988 F,1329 O,248,347,-9,Golden Hubbard,147.21492452091528,light
2280-P,8,319.67030392587185,XGRKU,Los Angeles,New York,USA,Local Pumpkin Festival,1911 I,1858 J,241,303,8,Orange Bulldog,144.99989249834405,light
2972-P,11,309.40272962804886,BFVHG,New York,California,China,Local Pumpkin Festival,1142 W,1447 R,0,-4,1,Kakai,140.34260293744595,light
2965-P,99,310.7458312464878,XSZHS,Nottingham,New York,USA,Local Pumpkin Festival,1603 Y,1949 J,251,364,-14,Kakai,140.9518230867569,light
2772-P,36,318.73846360109746,JFPVG,Chicago,California,USA,Local Pumpkin Festival,1555 H,1450 D,230,261,20,Golden Hubbard,144.577217181749,light
2997-P,77,310.9219808727503,AJBXM,New York,California,UK,Local Pumpkin Festival,1319 H,1240 R,254,369,-12,Orange Bulldog,141.03172314803254,light
2208-P,48,319.2520485855639,IYYQO,Paris,New York,China,Local Pumpkin Festival,1557 W,1631 K,242,330,-6,Orange Bulldog,144.8101752220231,light
2671-P,39,310.0925234463066,IAEON,Chicago,New York,USA,National Pumpkin Festival,1465 D,1371 G,238,309,-3,Golden Hubbard,140.6554878950571,light
2775-P,94,313.0989919923246,HEKTE,Chicago,California,China,National Pumpkin Festival,1065 D,1500 Z,232,288,5,Orange Bulldog,142.0191979757825,light
2905-P,11,307.9414575435221,IZBMX,Houston,Texas,USA,National Pumpkin Festival,1126 P,1513 D,5,-4,0,Kakai,139.67978161008128,light
2501-P,64,316.0384142436087,ZGWMQ,Nottingham,California,USA,Local Pumpkin Festival,1119 T,1649 N,241,308,-1,Golden Hubbard,143.35249639358696,light
2476-P,53,305.3437743643299,ITQWG,Paris,Florida,USA,National Pumpkin Festival,1536 F,1022 X,246,320,-4,Orange Bulldog,138.5014933014651,light
2168-P,13,317.39138174057007,NSUTN,Houston,California,UK,Regional Pumpkin Festival,1345 G,1694 X,4,5,3,Munchkin,143.96619162646866,light
2456-P,68,301.5465933503583,SFBGL,Los Angeles,New York,UK,Regional Pumpkin Festival,1800 A,1105 D,241,315,-8,Orange Bulldog,136.77912237097573,light
2424-P,17,304.9504846820608,WYTXZ,Los Angeles,Texas,USA,Local Pumpkin Festival,1138 O,1370 K,231,288,10,Orange Bulldog,138.32310024790533,light
2543-P,86,305.1275031352416,PXVGJ,Los Angeles,Texas,USA,National Pumpkin Festival,1067 H,1180 P,225,280,11,Golden Hubbard,138.4033944021205,light
2862-P,8,288.816991453059,WDFJX,Los Angeles,California,China,National Pumpkin Festival,1906 U,1675 N,239,311,-8,Munchkin,131.00507678717594,light
2297-P,40,302.32914744131267,HKPIW,Chicago,Texas,UK,Regional Pumpkin Festival,1941 D,1451 K,231,291,-1,Orange Bulldog,137.1340826461999,light
2232-P,3,284.52521784733983,UXQHU,Nottingham,Texas,UK,Regional Pumpkin Festival,1610 G,1152 F,231,284,0,Kakai,129.05836261381057,light
2747-P,70,293.99731277581304,XTNWX,Chicago,California,China,Regional Pumpkin Festival,1702 E,1096 K,232,274,9,Munchkin,133.35482909660658,light
2791-P,92,293.553378646262,QMJNH,Paris,Florida,UK,National Pumpkin Festival,1865 N,1126 Z,235,286,3,Munchkin,133.15346412691525,light
2832-P,31,285.29303736425936,GLCBM,Houston,California,USA,National Pumpkin Festival,1368 J,1521 P,245,323,-9,Orange Bulldog,129.40663940412912,light
2017-P,76,289.0397617528215,ZTOOV,Nottingham,New York,China,National Pumpkin Festival,1759 R,1314 C,238,300,1,Orange Bulldog,131.1061236129858,light
2452-P,37,290.54620129428804,XHDYR,Los Angeles,California,UK,National Pumpkin Festival,1999 H,1273 V,235,282,0,Orange Bulldog,131.7894325374787,light
2176-P,89,281.31155017297715,QEEZA,Los Angeles,New York,USA,National Pumpkin Festival,1883 X,1776 Z,222,239,18,Munchkin,127.60066866606105,light
2229-P,81,273.851641324535,SOZMB,Paris,Florida,China,National Pumpkin Festival,1202 M,1008 X,247,315,-12,Golden Hubbard,124.21691369167849,light
2786-P,30,279.5243198936805,VCEGC,Nottingham,California,USA,Local Pumpkin Festival,1566 U,1992 K,246,342,-13,Orange Bulldog,126.78999530921433,light
2289-P,66,279.260274942033,VNCPP,Houston,California,UK,National Pumpkin Festival,1735 N,1181 G,233,267,1,Kakai,126.67022663150662,light
2082-P,40,276.4443963235244,QJHFX,Chicago,Texas,USA,Regional Pumpkin Festival,1691 L,1312 N,220,245,12,Munchkin,125.39296661718008,light
2988-P,99,286.2773203905672,ZFHNJ,Chicago,Florida,China,National Pumpkin Festival,1518 N,1062 M,224,258,9,Golden Hubbard,129.85310231059816,light
2206-P,20,271.5024090241641,RKKZJ,Nottingham,Texas,USA,Regional Pumpkin Festival,1524 X,1281 O,240,306,-5,Orange Bulldog,123.15132071408863,light
2289-P,88,278.1945262979716,CAECA,Chicago,Florida,USA,National Pumpkin Festival,1552 Q,1536 L,233,292,-8,Orange Bulldog,126.18681157254953,light
2256-P,46,263.73534846585244,UDBYR,Houston,Texas,UK,National Pumpkin Festival,1381 S,1526 G,238,295,-11,Golden Hubbard,119.62824418132294,light
2184-P,36,259.8191834371537,KVUOL,Chicago,Texas,China,Regional Pumpkin Festival,1662 Z,1955 M,224,252,4,Orange Bulldog,117.85190305362542,light
2115-P,17,268.6290648048744,HWXWF,Chicago,California,China,Local Pumpkin Festival,1427 Y,1962 P,240,304,-15,Kakai,121.84799476297259,light
2391-P,20,256.89175651036203,CUHVG,Chicago,New York,China,Regional Pumpkin Festival,1515 B,1038 W,224,257,4,Orange Bulldog,116.52404561904814,light
2336-P,14,266.8608865225688,KZXOU,Nottingham,California,USA,National Pumpkin Festival,1923 L,1491 G,-3,3,3,Munchkin,121.04596323954503,light
2352-P,50,257.0246559958905,FQGAA,Chicago,Florida,UK,Regional Pumpkin Festival,1268 X,1423 K,213,218,21,Orange Bulldog,116.58432776248796,light
2714-P,88,243.2495034197345,CNAKC,Houston,California,USA,National Pumpkin Festival,1084 I,1584 R,213,226,13,Golden Hubbard,110.33602875516421,light
2344-P,85,241.72587535902855,DSPNV,Houston,California,UK,National Pumpkin Festival,1153 U,1634 U,226,260,-2,Munchkin,109.64492325585248,light
2942-P,87,253.80390434879808,JETUW,Houston,New York,UK,National Pumpkin Festival,1929 M,1666 D,220,260,-3,Kakai,115.12342058138002,light
2442-P,61,255.30071372538805,HEZOX,Nottingham,Florida,USA,Regional Pumpkin Festival,1120 N,1030 C,231,276,-9,Munchkin,115.80236134012621,light
2576-P,59,232.9236839868128,VJWNL,Houston,New York,USA,Regional Pumpkin Festival,1808 C,1179 D,216,239,-3,Orange Bulldog,105.65231966694638,light
2348-P,95,243.97082472685724,UHXEH,Nottingham,New York,UK,Regional Pumpkin Festival,1266 L,1880 Y,-4,2,-5,Munchkin,110.66321432950463,light
2190-P,14,229.92191357910636,QCZDO,Los Angeles,New York,USA,Local Pumpkin Festival,1227 G,1015 I,216,237,1,Munchkin,104.290740624174,light
2934-P,45,229.3656631635502,VHQAO,Los Angeles,New York,China,Local Pumpkin Festival,1425 C,1217 B,213,212,11,Kakai,104.03842988568107,light
2640-P,4,230.81555837765336,QWCIL,New York,California,USA,Regional Pumpkin Festival,1758 E,1175 T,210,229,-1,Golden Hubbard,104.69609075563655,light
2740-P,29,225.4232402646914,DAVGO,Paris,Texas,USA,National Pumpkin Festival,1153 A,1330 O,222,254,-12,Orange Bulldog,102.2501783981419,light
2812-P,94,216.35874279309064,BJKFT,Nottingham,New York,China,Local Pumpkin Festival,1097 C,1475 Z,203,204,9,Golden Hubbard,98.13859486100357,light
2507-P,68,219.2347441531718,ADHQY,New York,New York,UK,Regional Pumpkin Festival,1685 F,1443 U,1,4,0,Orange Bulldog,99.4431260699255,light
2615-P,10,224.40768414083868,OQKCI,Paris,Texas,China,Regional Pumpkin Festival,1705 O,1582 Q,211,200,11,Orange Bulldog,101.7895302648113,light
2985-P,60,216.64978973846883,IREME,Chicago,California,China,Local Pumpkin Festival,1309 A,1384 Z,0,3,1,Kakai,98.27061142705155,light
2583-P,87,210.32173019833863,PBTVD,Houston,Florida,UK,Local Pumpkin Festival,1510 H,1062 F,214,222,-2,Munchkin,95.40025424412481,light
2669-P,38,207.0595862995833,TXHWW,Los Angeles,Texas,UK,Regional Pumpkin Festival,1670 X,1185 U,208,210,6,Kakai,93.92057186880058,light
2005-P,83,213.94715833850205,NDQCX,Nottingham,New York,China,Local Pumpkin Festival,1198 B,1871 E,208,211,2,Golden Hubbard,97.04471944507782,light
2003-P,86,213.4430549684912,ELKKQ,Houston,New York,China,National Pumpkin Festival,1291 P,1753 H,210,223,-5,Kakai,96.81606218926785,light
2086-P,90,199.39997625444084,EOIWZ,Chicago,California,China,Local Pumpkin Festival,1936 R,1656 S,214,233,-12,Golden Hubbard,90.44623402920433,light
2846-P,97,216.8382287658751,IVQME,Nottingham,Texas,UK,Local Pumpkin Festival,1978 T,1331 X,216,230,-12,Orange Bulldog,98.35608586237082,light
2223-P,91,209.96687238700687,UFEIM,Paris,California,UK,Regional Pumpkin Festival,1296 F,1529 D,213,208,1,Kakai,95.23929357976722,light
2554-P,22,198.8937200877816,QWOUW,Nottingham,Texas,UK,Regional Pumpkin Festival,1272 S,1988 X,215,209,-5,Kakai,90.21660028205703,light
2010-P,92,207.17555019259453,QCJIF,Houston,Florida,China,Regional Pumpkin Festival,1921 V,1155 B,199,172,20,Golden Hubbard,93.97317216295933,light
2682-P,2,209.02304846141487,KFMPD,Paris,California,China,Local Pumpkin Festival,1036 U,1973 X,4,0,5,Golden Hubbard,94.8111825977101,light
2155-P,46,201.3191661760211,LLBKZ,Paris,California,China,Local Pumpkin Festival,1440 Q,1098 D,198,187,6,Orange Bulldog,91.31676322411376,light
2214-P,8,187.33023316320032,UTPYS,Chicago,New York,UK,Local Pumpkin Festival,1949 S,1438 Z,212,202,-1,Orange Bulldog,84.97149512096236,light
2917-P,13,198.8584247836843,DDGOR,Nottingham,New York,USA,Regional Pumpkin Festival,1990 N,1403 X,3,0,-1,Golden Hubbard,90.20059061448093,light
2519-P,21,201.8898565877229,WPZCR,Los Angeles,New York,UK,Regional Pumpkin Festival,1725 X,1173 R,201,186,6,Orange Bulldog,91.57562382933841,light
2519-P,54,192.91499242652208,MDASH,Houston,Florida,UK,National Pumpkin Festival,1314 Z,1237 S,207,208,-2,Kakai,87.504697244731,light
2396-P,26,187.74671605229375,RAXSY,Houston,Florida,USA,National Pumpkin Festival,1448 S,1207 I,200,200,-7,Golden Hubbard,85.16040842759203,light
2765-P,36,189.4320506369695,PGHKN,New York,Florida,China,Local Pumpkin Festival,1812 G,1950 J,187,152,20,Kakai,85.92486271252427,light
2130-P,5,197.23279153704644,ZHZOT,Chicago,Florida,USA,Local Pumpkin Festival,1965 O,1758 K,202,189,4,Munchkin,89.46321637887196,light
2209-P,56,173.6729441480711,PPDHE,Houston,California,China,Regional Pumpkin Festival,1586 Y,1348 K,205,187,1,Munchkin,78.77665808201186,light
2275-P,4,177.93377018719912,CTTXT,Chicago,Texas,UK,Local Pumpkin Festival,1521 W,1811 D,190,157,9,Munchkin,80.70933468675202,light
2594-P,34,174.78295311201364,LKKVT,Chicago,New York,USA,Local Pumpkin Festival,1691 K,1059 B,199,187,-5,Orange Bulldog,79.2801492679845,light
2052-P,24,176.10632361844182,QZXRM,Los Angeles,Florida,China,National Pumpkin Festival,1027 W,1998 C,1,-3,-5,Kakai,79.88041954273626,light
2265-P,13,177.55986652802676,CPDAY,Chicago,California,UK,Local Pumpkin Festival,1085 F,1522 K,182,142,19,Munchkin,80.53973497818072,light
2324-P,1,160.1261567249894,KXDAH,Nottingham,New York,China,Local Pumpkin Festival,1176 V,1268 N,198,186,-7,Munchkin,72.63194368120138,light
2036-P,81,167.43918271455914,HHOUW,Los Angeles,Florida,UK,Regional Pumpkin Festival,1999 Z,1930 G,4,1,-1,Kakai,75.94907376586231,light
2232-P,75,163.55910773463546,OKTUH,New York,New York,UK,Regional Pumpkin Festival,1428 Q,1696 R,202,189,-9,Golden Hubbard,74.18910279556877,light
2931-P,87,167.886257535778,NZKUE,Chicago,Texas,UK,National Pumpkin Festival,1621 S,1471 V,73,27,481,Orange Bulldog,76.1518633281686,light
2681-P,22,161.80676105841994,CPYQD,Houston,New York,USA,National Pumpkin Festival,1383 E,1571 E,192,176,-1,Munchkin,73.39425236201082,light
2714-P,71,168.79159380681813,DFDFB,Paris,Texas,China,Regional Pumpkin Festival,1918 B,1201 L,193,159,-4,Kakai,76.56251661802224,light
2092-P,47,149.07485625334084,WLSNI,New York,California,China,Regional Pumpkin Festival,1691 K,1327 X,205,194,-20,Kakai,67.61916219766537,light
2201-P,19,164.4160148076713,PQQKX,New York,Texas,China,National Pumpkin Festival,1313 O,1363 D,195,173,-4,Kakai,74.57778898864125,light
2857-P,65,153.64020628985017,NTVSF,Chicago,Texas,China,National Pumpkin Festival,1573 V,1839 V,1,4,-5,Munchkin,69.68996845142571,light
2340-P,31,142.71356106642634,ZCZYJ,Chicago,Florida,China,Regional Pumpkin Festival,1354 R,1709 E,190,151,1,Orange Bulldog,64.73372959124245,light
2800-P,92,151.01757191400975,OUKOS,Paris,New York,UK,Regional Pumpkin Festival,1908 N,1864 E,189,159,-3,Munchkin,68.50036247961951,light
2508-P,82,141.96311573125422,IUPRB,New York,Texas,UK,Local Pumpkin Festival,1131 C,1624 N,179,135,6,Kakai,64.39333359077106,light
2304-P,54,141.34516346361488,JTKCY,Los Angeles,California,UK,Regional Pumpkin Festival,1087 P,1565 W,188,153,1,Kakai,64.113035385788,light
2498-P,91,149.26332065463066,BFQTB,Houston,California,China,Local Pumpkin Festival,1786 U,1903 K,203,179,-14,Kakai,67.70464814237523,light
2207-P,47,153.6487771725282,UOTKH,Nottingham,Texas,USA,Local Pumpkin Festival,1954 R,1348 C,170,126,24,Kakai,69.69385613524142,light
2444-P,29,146.32287953253837,HCHRQ,Houston,California,USA,Local Pumpkin Festival,1147 B,1417 V,4,4,3,Kakai,66.37088757292314,light
2121-P,29,153.32892427686602,GCPRW,New York,California,USA,Regional Pumpkin Festival,1782 X,1261 I,155,106,43,Kakai,69.54877342059221,light
2666-P,17,149.7190149459988,XDCHG,Los Angeles,New York,USA,Regional Pumpkin Festival,1660 O,1822 G,185,147,3,Golden Hubbard,67.91134742738548,light
2380-P,58,146.39950716495514,IYEVJ,Nottingham,Florida,UK,National Pumpkin Festival,1534 Z,1577 L,-5,1,0,Munchkin,66.40564525396633,light
2629-P,16,135.49784904532137,IWLRM,Nottingham,Florida,UK,Regional Pumpkin Festival,1725 E,1416 A,177,145,6,Munchkin,61.46074034416541,light
2874-P,66,143.32883866783231,VPPNT,Houston,California,UK,Regional Pumpkin Festival,1350 D,1105 Y,83,26,394,Golden Hubbard,65.0128145890194,light
2218-P,92,132.06657924503088,YIVHR,Chicago,New York,UK,Regional Pumpkin Festival,1518 C,1747 Z,184,152,-9,Kakai,59.904343812912046,light
2235-P,55,130.25301529839635,ACKPC,New York,Florida,USA,National Pumpkin Festival,1315 F,1316 U,187,161,-11,Golden Hubbard,59.0817257152302,light
2075-P,34,142.55675532110035,XUXXB,New York,Florida,UK,Local Pumpkin Festival,1560 T,1720 U,1,3,-1,Kakai,64.66260375960856,light
2450-P,20,133.67676260564477,VOSGJ,Nottingham,New York,China,National Pumpkin Festival,1549 H,1936 L,181,135,-4,Kakai,60.63471010381962,light
2421-P,46,141.31789289228618,GHLMS,New York,Texas,UK,Local Pumpkin Festival,1906 W,1438 B,179,148,-6,Munchkin,64.10066567279787,light
2249-P,95,139.1900371024385,BCBRZ,Los Angeles,New York,UK,National Pumpkin Festival,1597 F,1585 W,180,137,-5,Kakai,63.13548730936929,light
2189-P,65,121.2003019114956,EVAXK,Houston,California,UK,Regional Pumpkin Festival,1075 F,1057 H,0,2,3,Munchkin,54.97548734463911,light
2624-P,96,127.66895595844836,INCNR,Nottingham,Texas,USA,Local Pumpkin Festival,1985 B,1244 Y,180,130,-2,Kakai,57.90961707110451,light
2032-P,80,136.37735482212156,GFRUG,Los Angeles,Texas,China,Local Pumpkin Festival,1196 I,1578 P,-5,3,5,Munchkin,61.85967712847576,light
2351-P,98,139.53644618857652,EFJTB,New York,California,USA,National Pumpkin Festival,1407 L,1220 K,167,104,25,Kakai,63.2926156995688,light
2974-P,83,129.02186236716807,RBTKS,Los Angeles,New York,UK,National Pumpkin Festival,1550 J,1269 Z,3,2,-3,Orange Bulldog,58.5232845948485,light
2330-P,73,117.86318650562316,FKGQV,Paris,California,USA,Local Pumpkin Festival,1654 O,1122 C,-5,-4,-5,Golden Hubbard,53.46179849345862,light
2836-P,92,116.27102921437472,DBBUD,Nottingham,California,USA,Regional Pumpkin Festival,1672 S,1088 K,173,120,-4,Golden Hubbard,52.73960868340666,light
2861-P,84,124.26603178400546,PFNLH,Paris,New York,China,Regional Pumpkin Festival,1827 G,1269 O,-2,0,1,Kakai,56.36607788897061,light
2300-P,56,129.7664310760796,IPYVV,New York,New York,China,Local Pumpkin Festival,1309 Z,1477 X,166,121,-3,Golden Hubbard,58.861015004661105,light
2060-P,57,117.02205236554146,FAKLM,Chicago,California,USA,National Pumpkin Festival,1190 S,1857 X,5,3,-1,Golden Hubbard,53.080266776590676,light
2923-P,8,117.43342541530728,OPFCI,Chicago,Florida,UK,Regional Pumpkin Festival,1147 W,1966 R,166,118,3,Kakai,53.26686230098006,light
2569-P,67,118.8397955140099,GUITV,New York,Florida,China,Local Pumpkin Festival,1290 X,1826 I,0,-5,1,Golden Hubbard,53.90478052679077,light
2997-P,65,121.5584163684398,UMHKP,Chicago,Texas,USA,Regional Pumpkin Festival,1281 X,1410 S,177,128,-12,Orange Bulldog,55.13792519739334,light
2985-P,86,104.98074621800332,MBION,Houston,Texas,China,National Pumpkin Festival,1539 L,1792 Q,5,-4,-2,Kakai,47.61842663851656,light
2474-P,51,118.3480537077412,PSSXS,Chicago,Texas,China,Regional Pumpkin Festival,1384 Y,1665 Q,179,140,-23,Kakai,53.68173037740175,light
2211-P,98,103.66670164652167,DIOME,Nottingham,Florida,China,National Pumpkin Festival,1395 Y,1720 B,157,110,8,Golden Hubbard,47.02238653324906,light
2951-P,76,109.28900044504552,VACLH,New York,New York,USA,Regional Pumpkin Festival,1626 H,1534 T,-3,5,5,Orange Bulldog,49.57261628986909,light
2727-P,37,95.8271786607802,NNMPN,Paris,Florida,USA,National Pumpkin Festival,1418 V,1482 N,161,105,-7,Kakai,43.466441623100614,light
2792-P,29,90.97540312632918,YBJNW,Nottingham,Texas,China,National Pumpkin Festival,1073 L,1776 U,-1,5,-3,Munchkin,41.26571505487791,light
2563-P,81,109.67416853383185,YMEXS,New York,Texas,UK,Regional Pumpkin Festival,1583 Z,1514 J,4,2,-2,Munchkin,49.74732545359785,light
2223-P,48,106.95243140030652,CEYCS,Houston,Texas,UK,Regional Pumpkin Festival,1191 C,1366 D,162,115,-10,Munchkin,48.51276726372784,light
2862-P,68,83.50068729370832,GULRL,Paris,Florida,China,Regional Pumpkin Festival,1319 C,1384 P,4,-1,0,Orange Bulldog,37.875243750927744,light
2112-P,96,90.49972559437155,OCQBT,Houston,Texas,China,National Pumpkin Festival,1921 Y,1319 I,-5,-1,3,Orange Bulldog,41.04995153180218,light
2913-P,25,91.76649635098876,ZJYNP,Chicago,Florida,UK,Regional Pumpkin Festival,1594 D,1386 I,164,104,-19,Golden Hubbard,41.62454861283769,light
2672-P,57,86.13813617452979,YYOLW,Nottingham,New York,UK,National Pumpkin Festival,1595 Q,1128 T,0,-1,4,Orange Bulldog,39.071569463677314,light
2840-P,66,85.371376157552,KPTIC,Houston,Florida,China,Local Pumpkin Festival,1353 U,1211 C,-5,4,4,Orange Bulldog,38.72377325405633,light
2168-P,54,69.3951304834336,EYTVF,Houston,California,China,National Pumpkin Festival,1542 H,1439 N,145,92,-18,Munchkin,31.477076026241615,light
2518-P,34,84.81128791775555,OTUNP,New York,California,China,National Pumpkin Festival,1090 A,1681 Z,-3,-4,4,Kakai,38.46972170919057,light
2619-P,84,70.13862901367247,XUUIE,New York,Texas,UK,National Pumpkin Festival,1633 J,1242 A,163,102,-29,Munchkin,31.814321011569724,light
2317-P,63,82.79055670201778,QUIZO,New York,California,USA,Regional Pumpkin Festival,1020 C,1933 T,-5,-5,-2,Golden Hubbard,37.55313419558165,light
2491-P,43,71.93946378491819,KRCBD,Nottingham,Texas,UK,Regional Pumpkin Festival,1597 O,1718 L,-2,2,-5,Orange Bulldog,32.63116525712861,light
2840-P,94,62.30114176403731,AYSRC,Houston,Texas,UK,Local Pumpkin Festival,1818 Y,1389 M,143,86,-9,Kakai,28.25929949503321,light
2285-P,31,67.37867761664093,XPKKL,Nottingham,California,UK,National Pumpkin Festival,1070 H,1645 J,4,4,-2,Orange Bulldog,30.562429137487392,light
2164-P,44,63.43573054876178,UWEYN,Chicago,California,China,Local Pumpkin Festival,1553 Q,1208 S,-1,5,0,Munchkin,28.773939891073955,light
2724-P,76,63.62030162904412,ZCJUI,Chicago,New York,USA,National Pumpkin Festival,1405 W,1391 A,5,5,-4,Golden Hubbard,28.85765985652138,light
2075-P,62,74.30252728331834,DCLHG,Paris,Texas,China,National Pumpkin Festival,1000 U,1330 Z,142,83,-19,Orange Bulldog,33.703031955494936,light
2921-P,57,52.3561676653102,ZVHPF,Paris,New York,UK,National Pumpkin Festival,1918 F,1701 P,5,0,2,Orange Bulldog,23.748338803643385,light
2758-P,52,58.39638498611748,XPLXH,Houston,Texas,China,Regional Pumpkin Festival,1523 N,1998 K,136,67,-16,Golden Hubbard,26.488133058623,light
2970-P,26,41.55025301501155,MDTVP,Nottingham,New York,UK,Regional Pumpkin Festival,1785 A,1026 N,103,50,-29,Orange Bulldog,18.846862365585118,light
2285-P,18,16.908107222244144,FFQFJ,New York,Florida,UK,National Pumpkin Festival,1286 X,1462 R,4,3,4,Orange Bulldog,7.669382171152166,light
2661-P,65,1742.2719529671597,OLYNP,Los Angeles,Texas,China,Regional Pumpkin Festival,1933 W,1556 A,436,1689,8,Munchkin,790.2806196902799,heavy
2058-P,90,1457.94081732817,CREWV,Chicago,Texas,UK,Local Pumpkin Festival,1555 K,1803 X,411,1458,5,Orange Bulldog,661.3102912135192,heavy
2307-P,16,1426.41164369639,FYTMU,Chicago,Florida,USA,National Pumpkin Festival,1770 V,1241 Z,387,1223,21,Munchkin,647.0089102875329,heavy
2767-P,41,1346.6438070237637,KSHUK,Los Angeles,California,UK,National Pumpkin Festival,1089 Y,1205 Z,401,1377,-2,Kakai,610.826857715523,heavy
2204-P,89,1294.6688155675306,WKYZD,Nottingham,New York,USA,Regional Pumpkin Festival,1134 Z,1162 C,407,1390,-10,Golden Hubbard,587.2514173909074,heavy
2550-P,3,1006.006322289817,VWOHZ,Chicago,California,USA,Regional Pumpkin Festival,1342 N,1430 Y,368,1069,-8,Kakai,456.31641974008267,heavy
2975-P,5,968.1063478551804,JCORM,Chicago,New York,China,National Pumpkin Festival,1529 A,1407 F,352,939,-2,Golden Hubbard,439.125294536327,medium
2283-P,17,723.4081665873528,FIGLM,Chicago,New York,USA,Regional Pumpkin Festival,1853 T,1615 S,308,661,6,Orange Bulldog,328.1321570986905,medium
2554-P,52,650.3747594701126,NBCBP,Chicago,Florida,UK,Regional Pumpkin Festival,1481 N,1166 W,302,633,1,Orange Bulldog,295.0047878975673,medium
2793-P,15,637.4640544926748,ZXAUE,New York,Texas,UK,Regional Pumpkin Festival,1751 Q,1348 N,309,650,-2,Golden Hubbard,289.1485954054413,medium
2193-P,10,498.88906533364207,ARMPV,Paris,Texas,USA,National Pumpkin Festival,1072 S,1752 X,258,379,31,Kakai,226.29208892281736,light
2048-P,52,434.30221393685787,KZSPE,Nottingham,New York,China,Local Pumpkin Festival,1130 J,1853 L,-1,-3,5,Golden Hubbard,196.99600982404723,light
2167-P,75,424.0730184586719,LJZDC,Nottingham,Florida,USA,National Pumpkin Festival,1789 X,1162 H,276,472,-9,Kakai,192.3561285887059,light
2927-P,52,417.0441322250292,HHNLJ,Paris,Texas,UK,Local Pumpkin Festival,1494 J,1069 Q,260,388,5,Munchkin,189.16788202421546,light
2102-P,52,316.2176091335714,RMMXE,Houston,California,USA,Local Pumpkin Festival,1193 U,1896 E,259,398,-13,Golden Hubbard,143.43377776211491,light
2492-P,41,205.1511634055525,XZNDI,New York,Texas,China,Regional Pumpkin Festival,1370 I,1169 U,3,3,-4,Golden Hubbard,93.05492651145137,light
2995-P,60,2238.86475296095,KJFOU,Houston,Texas,USA,Local Pumpkin Festival,1821 Y,1220 D,459,1967,17,Orange Bulldog,1015.5311410250633,heavy
2350-P,71,2112.4889281094074,BTKUK,Los Angeles,Texas,China,Regional Pumpkin Festival,1688 G,1311 X,459,2042,1,Kakai,958.2080778790023,heavy
2425-P,21,2100.8165876287967,LDVKX,Paris,Texas,China,Regional Pumpkin Festival,1810 A,1882 M,442,1844,14,Golden Hubbard,952.9135976157212,heavy
2571-P,14,2096.871720950119,IDBLB,Nottingham,Florida,China,National Pumpkin Festival,1111 U,1572 K,461,1987,8,Munchkin,951.1242376492064,heavy
2993-P,37,2026.308917243406,IRZIH,Los Angeles,Texas,USA,National Pumpkin Festival,1840 D,1630 Q,451,1948,6,Orange Bulldog,919.117514390271,heavy
2372-P,78,2003.6154192704707,POBJX,New York,California,USA,National Pumpkin Festival,1024 Q,1929 M,450,1901,3,Orange Bulldog,908.8239252577314,heavy
2524-P,27,1996.929979876615,KYTHV,Los Angeles,Florida,UK,National Pumpkin Festival,1068 W,1718 Q,457,1948,0,Kakai,905.7914634321936,heavy
2886-P,1,2007.588648130186,EAZVK,Los Angeles,Texas,China,National Pumpkin Festival,1037 L,1392 P,447,1919,8,Kakai,910.6261500826673,heavy
2503-P,44,1972.4389836397024,VYMQX,Paris,California,USA,Local Pumpkin Festival,1416 B,1502 Q,444,1835,11,Golden Hubbard,894.6825434670999,heavy
2424-P,45,1945.501443296671,CTEWC,New York,New York,USA,Local Pumpkin Festival,1654 I,1526 Q,5,-5,-3,Orange Bulldog,882.4638906678235,heavy
2906-P,29,1946.9351865509525,XFNPL,Chicago,Texas,China,Local Pumpkin Festival,1400 F,1054 Q,436,1784,5,Orange Bulldog,883.1142251380196,heavy
2356-P,88,1935.5863004103303,BSVZI,Chicago,Florida,China,National Pumpkin Festival,1062 I,1934 L,429,1724,17,Golden Hubbard,877.9664611757225,heavy
2015-P,90,1937.094251405448,PMXWK,Paris,Florida,China,National Pumpkin Festival,1297 W,1831 E,458,1951,1,Orange Bulldog,878.6504556834999,heavy
